param_seed,config_idx,blocked_idx,blocked_edge,flow_blocked,outcome,worst_gap,elapsed_s
61,59,7,"(2, 11)",-3,eulerian,0.0,0.01
61,59,8,"(3, 4)",3,eulerian,0.0,0.025
61,59,9,"(3, 6)",-3,eulerian,0.0,0.025
61,59,11,"(4, 5)",3,eulerian,0.0,0.025
61,59,13,"(6, 7)",-1,eulerian,0.0,0.006
61,59,14,"(6, 9)",-2,eulerian,0.0,0.031
61,59,16,"(7, 8)",-3,eulerian,0.0,0.021
61,59,17,"(7, 10)",2,eulerian,0.0,0.009
61,59,20,"(9, 10)",-2,eulerian,0.0,0.008
62,60,0,"(0, 1)",2,eulerian,0.0,0.009
62,60,1,"(0, 11)",-2,eulerian,0.0,0.009
62,60,4,"(1, 5)",2,eulerian,0.0,0.017
62,60,6,"(2, 8)",-4,eulerian,0.0,0.02
62,60,7,"(2, 11)",4,eulerian,0.0,0.008
62,60,8,"(3, 4)",-2,eulerian,0.0,0.006
62,60,9,"(3, 6)",2,eulerian,0.0,0.041
62,60,11,"(4, 5)",-2,eulerian,0.0,0.006
62,60,13,"(6, 7)",-2,eulerian,0.0,0.026
62,60,14,"(6, 9)",5,eulerian,0.0,0.015
62,60,15,"(6, 10)",-1,eulerian,0.0,0.017
62,60,16,"(7, 8)",-1,eulerian,0.0,0.018
62,60,17,"(7, 10)",-1,eulerian,0.0,0.006
62,60,18,"(8, 9)",-5,eulerian,0.0,0.015
62,60,21,"(10, 11)",-2,eulerian,0.0,0.036
63,61,0,"(0, 1)",3,eulerian,0.0,0.009
63,61,1,"(0, 11)",-3,eulerian,0.0,0.008
63,61,3,"(1, 3)",2,eulerian,0.0,0.007
63,61,4,"(1, 5)",1,eulerian,0.0,0.005
63,61,5,"(2, 3)",1,eulerian,0.0,0.024
63,61,6,"(2, 8)",-1,eulerian,0.0,0.023
63,61,8,"(3, 4)",2,eulerian,0.0,0.007
63,61,10,"(3, 8)",1,eulerian,0.0,0.024
63,61,11,"(4, 5)",2,eulerian,0.0,0.007
63,61,12,"(5, 6)",3,eulerian,0.0,0.023
63,61,13,"(6, 7)",1,eulerian,0.0,0.007
63,61,14,"(6, 9)",2,eulerian,0.0,0.009
63,61,16,"(7, 8)",3,eulerian,0.0,0.026
63,61,17,"(7, 10)",-2,eulerian,0.0,0.009
63,61,19,"(8, 11)",3,eulerian,0.0,0.014
63,61,20,"(9, 10)",2,eulerian,0.0,0.012
64,62,0,"(0, 1)",2,eulerian,0.0,0.009
64,62,1,"(0, 11)",-2,eulerian,0.0,0.009
64,62,2,"(1, 2)",5,eulerian,0.0,0.023
64,62,3,"(1, 3)",-1,eulerian,0.0,0.006
64,62,4,"(1, 5)",-2,eulerian,0.0,0.021
64,62,6,"(2, 8)",5,eulerian,0.0,0.033
64,62,8,"(3, 4)",2,eulerian,0.0,0.007
64,62,9,"(3, 6)",2,eulerian,0.0,0.041
64,62,10,"(3, 8)",-5,eulerian,0.0,0.019
64,62,11,"(4, 5)",2,eulerian,0.0,0.007
64,62,15,"(6, 10)",2,eulerian,0.0,0.007
64,62,16,"(7, 8)",1,eulerian,0.0,0.021
64,62,17,"(7, 10)",-1,eulerian,0.0,0.006
64,62,18,"(8, 9)",-2,eulerian,0.0,0.022
64,62,19,"(8, 11)",3,eulerian,0.0,0.013
64,62,20,"(9, 10)",-2,eulerian,0.0,0.008
64,62,21,"(10, 11)",-1,eulerian,0.0,0.007
65,63,0,"(0, 1)",2,eulerian,0.0,0.009
65,63,1,"(0, 11)",-2,eulerian,0.0,0.009
65,63,2,"(1, 2)",2,eulerian,0.0,0.006
65,63,5,"(2, 3)",-1,eulerian,0.0,0.006
65,63,6,"(2, 8)",3,eulerian,0.0,0.012
65,63,8,"(3, 4)",-2,eulerian,0.0,0.006
65,63,9,"(3, 6)",1,eulerian,0.0,0.035
65,63,11,"(4, 5)",-2,eulerian,0.0,0.006
