edge_id,node_u,node_v,length_meters,flow,flow_magnitude,direction
953,331908924,1502089120,14.8,1,1,331908924 -> 1502089120
954,1502089120,1313270584,7.26,1,1,1502089120 -> 1313270584
955,1502089120,1502089146,220.78,1,1,1502089120 -> 1502089146
956,1502089120,5840701835,8.27,-1,1,5840701835 -> 1502089120
957,1502089146,1502089175,52.39,-1,1,1502089175 -> 1502089146
958,1502089146,1502089154,104.07,2,2,1502089146 -> 1502089154
959,1502089208,1502089175,79.21,2,2,1502089208 -> 1502089175
960,1502089239,331934576,57.97,1,1,1502089239 -> 331934576
961,1502089239,1502089175,171.09,-1,1,1502089175 -> 1502089239
962,331917948,1501879048,51.5,1,1,331917948 -> 1501879048
963,6165206914,6165206913,106.76,0,0,unused
964,6165206914,1501879131,7.99,1,1,6165206914 -> 1501879131
965,1278936161,1501879006,122.3,1,1,1278936161 -> 1501879006
966,1278936161,1501878990,125.94,0,0,unused
967,1502089154,1502089122,220.99,6,6,1502089154 -> 1502089122
968,1502089154,1502089218,213.68,-1,1,1502089218 -> 1502089154
969,1502089066,331932986,40.74,3,3,1502089066 -> 331932986
970,1502089066,1502089122,218.77,-3,3,1502089122 -> 1502089066
971,1502089122,1313270584,97.11,1,1,1502089122 -> 1313270584
972,331934576,1502089218,8.78,2,2,331934576 -> 1502089218
973,331934576,420473455,82.58,1,1,331934576 -> 420473455
974,331946006,1512268489,15.25,-1,1,1512268489 -> 331946006
975,331946006,420473455,79.98,1,1,331946006 -> 420473455
976,1512268489,3479507164,120.9,-2,2,3479507164 -> 1512268489
977,1512268489,3479507100,122.27,1,1,1512268489 -> 3479507100
978,420473455,420473463,108.91,2,2,420473455 -> 420473463
979,1515869506,3479507099,78.94,-1,1,3479507099 -> 1515869506
980,420473463,1515869496,10.17,-3,3,1515869496 -> 420473463
981,420473463,1512268481,62.64,5,5,420473463 -> 1512268481
982,1512268481,3479507100,2.37,1,1,1512268481 -> 3479507100
983,1512268481,3479507101,2.38,4,4,1512268481 -> 3479507101
984,1256224119,2295321949,219.99,2,2,1256224119 -> 2295321949
985,2295321949,2980280349,174.8,1,1,2295321949 -> 2980280349
986,2295321949,9758340429,35.85,1,1,2295321949 -> 9758340429
987,1501879006,1501878990,10.71,3,3,1501879006 -> 1501878990
988,1501879006,2980248906,212.15,-1,1,2980248906 -> 1501879006
989,1501878990,2980248905,207.3,3,3,1501878990 -> 2980248905
990,1313270584,5840701835,11.04,2,2,1313270584 -> 5840701835
991,1397735918,1397735920,121.94,3,3,1397735918 -> 1397735920
992,1397735920,6074464048,74.53,3,3,1397735920 -> 6074464048
993,2980248905,2980248908,18.93,-21,21,2980248908 -> 2980248905
994,2980248905,2980247637,549.97,22,22,2980248905 -> 2980247637
995,2980248905,2980248906,12.63,2,2,2980248905 -> 2980248906
996,2980248906,2980248910,19.39,2,2,2980248906 -> 2980248910
997,2980248906,2980264692,111.96,-1,1,2980264692 -> 2980248906
998,1501879131,1501879192,106.47,1,1,1501879131 -> 1501879192
999,1501879131,1502088313,46.61,0,0,unused
1000,1501879192,6165206913,7.99,1,1,1501879192 -> 6165206913
1001,6165206913,1502088621,35.69,1,1,6165206913 -> 1502088621
1002,3479507100,3479507164,33.28,2,2,3479507100 -> 3479507164
1003,10685083365,3479507163,106.35,-2,2,3479507163 -> 10685083365
1004,3479507164,3479507165,4.75,0,0,unused
1005,1515869503,3479507098,3.08,1,1,1515869503 -> 3479507098
1006,1515869503,3479507099,1.68,-2,2,3479507099 -> 1515869503
1007,3479507098,3479507101,90.07,-1,1,3479507101 -> 3479507098
1008,3479507098,3479507162,33.28,2,2,3479507098 -> 3479507162
1009,3479507099,3479507163,33.3,-3,3,3479507163 -> 3479507099
1010,1680570088,12895886663,13.06,-21,21,12895886663 -> 1680570088
1011,1526072491,1556606708,117.66,-1,1,1556606708 -> 1526072491
1012,1526072491,1556606584,103.64,-1,1,1556606584 -> 1526072491
1013,1526072491,1680570134,116.5,2,2,1526072491 -> 1680570134
1014,3625083531,2297712579,31.23,2,2,3625083531 -> 2297712579
1015,3625083531,3625083530,103.87,-1,1,3625083530 -> 3625083531
1016,1680570146,5314024602,20.65,1,1,1680570146 -> 5314024602
1017,2297713946,3625083530,103.53,3,3,2297713946 -> 3625083530
1018,12897697016,12895886663,113.86,0,0,unused
1019,5132653062,3155508070,78.83,1,1,5132653062 -> 3155508070
1020,1556606467,1556606469,115.79,1,1,1556606467 -> 1556606469
1021,2361888653,2281519345,97.42,2,2,2361888653 -> 2281519345
1022,2281519345,2361888665,28.71,1,1,2281519345 -> 2361888665
1023,2281519345,3610212833,27.72,1,1,2281519345 -> 3610212833
1024,2361888665,2367444594,9.42,2,2,2361888665 -> 2367444594
1025,3610212833,2367444594,11.58,3,3,3610212833 -> 2367444594
1026,3610212833,2367444595,13.83,-1,1,2367444595 -> 3610212833
1027,2980280349,2980280347,50.98,2,2,2980280349 -> 2980280347
1028,2367444595,2367444599,13.1,0,0,unused
1029,3604317948,2367444599,31.99,-1,1,2367444599 -> 3604317948
1030,2367444594,2367444599,15.09,9,9,2367444594 -> 2367444599
1031,2367444599,3601553117,32.22,8,8,2367444599 -> 3601553117
1032,2980239281,4351647668,134.44,30,30,2980239281 -> 4351647668
1033,4346602682,4351647667,17.09,1,1,4346602682 -> 4351647667
1034,2980248908,2980248910,12.32,-23,23,2980248910 -> 2980248908
1035,2980264692,2980280347,18.43,2,2,2980264692 -> 2980280347
1036,2990395946,2990405771,127.98,0,0,unused
1037,3479507101,3479507165,33.27,3,3,3479507101 -> 3479507165
1038,3479507162,3479507163,4.85,5,5,3479507162 -> 3479507163
1039,3479507162,3479507165,90.07,-3,3,3479507165 -> 3479507162
1040,3536447370,3536447371,118.26,0,0,unused
1041,3642808961,5780671453,34.07,0,0,unused
1042,5100924956,5100924957,32.56,0,0,unused
1043,5100924957,5100933801,28.02,0,0,unused
